A	AGILENT TECHNOLOGIES, INC.	1999	75.71	28.4781837463379	57.2246055603027	5739950.0
A	AGILENT TECHNOLOGIES, INC.	2000	-23.96	27.2263946533203	115.879829406738	4238207.54
A	AGILENT TECHNOLOGIES, INC.	2001	-43.96	12.8755369186401	48.6409149169922	3311097.18
A	AGILENT TECHNOLOGIES, INC.	2002	-38.6	7.51072978973389	27.1816883087158	3700309.13
A	AGILENT TECHNOLOGIES, INC.	2003	52.77	8.08297538757324	21.0443496704102	3244625.79
A	AGILENT TECHNOLOGIES, INC.	2004	-16.32	13.9556512832642	27.7539348602295	4267519.05
A	AGILENT TECHNOLOGIES, INC.	2005	39.41	14.3848352432251	25.822603225708	4200603.57
A	AGILENT TECHNOLOGIES, INC.	2006	4.03	19.2846927642822	28.2832622528076	3877185.26
A	AGILENT TECHNOLOGIES, INC.	2007	7.11	21.6452083587646	28.9127330780029	3521088.84
A	AGILENT TECHNOLOGIES, INC.	2008	-56.94	10.5579395294189	27.1816883087158	4467688.54
A	AGILENT TECHNOLOGIES, INC.	2009	91.32	8.59799671173096	22.7253227233887	4986684.92
A	AGILENT TECHNOLOGIES, INC.	2010	32.36	19.0844058990479	30.1001434326172	4927413.49
A	AGILENT TECHNOLOGIES, INC.	2011	-16.6	20.5078678131104	39.5779685974121	6060477.78
A	AGILENT TECHNOLOGIES, INC.	2012	12.23	25.2646636962891	33.104434967041	4596130.0
A	AGILENT TECHNOLOGIES, INC.	2013	36.56	28.7482109069824	41.4449195861816	4259520.24
A	AGILENT TECHNOLOGIES, INC.	2014	1.82	35.6223182678223	43.791130065918	3011421.83
A	AGILENT TECHNOLOGIES, INC.	2015	3.08	33.1199989318848	43.5900001525879	2558341.67
A	AGILENT TECHNOLOGIES, INC.	2016	11.97	34.1500015258789	48.6300010681152	2080817.86
A	AGILENT TECHNOLOGIES, INC.	2017	44.05	45.7400016784668	70.9300003051758	1850781.27
A	AGILENT TECHNOLOGIES, INC.	2018	-2.4	60.4199981689453	75.0	2605923.78
AA	ALCOA CORPORATION	1970	-19.85	4.70587491989136	7.40924978256226	119964.96
AA	ALCOA CORPORATION	1971	-22.83	3.60450005531311	7.00874996185303	193510.67
AA	ALCOA CORPORATION	1972	22.53	3.86082005500793	5.72314500808716	156852.59
AA	ALCOA CORPORATION	1973	31.78	4.76194477081299	8.04203987121582	306371.83
AA	ALCOA CORPORATION	1974	-38.62	3.83879256248474	7.90987491607666	243636.76
AA	ALCOA CORPORATION	1975	29.91	4.06707763671875	7.53340482711792	244916.6
AA	ALCOA CORPORATION	1976	46.56	5.7551851272583	9.18546772003174	296342.69
AA	ALCOA CORPORATION	1977	-17.85	6.0916051864624	8.90912246704102	323662.3
AA	ALCOA CORPORATION	1978	4.21	5.7551851272583	7.95993757247925	362333.73
AA	ALCOA CORPORATION	1979	16.09	6.95668506622314	9.05930995941162	372920.95
AA	ALCOA CORPORATION	1980	7.69	7.83377981185913	11.4502954483032	475175.49
AA	ALCOA CORPORATION	1981	-16.12	6.72840023040771	11.2099952697754	337135.57
AA	ALCOA CORPORATION	1982	19.23	6.47608518600464	9.75617980957031	513433.6
AA	ALCOA CORPORATION	1983	51.56	8.75893497467041	14.2618045806885	847724.11
AA	ALCOA CORPORATION	1984	-16.52	9.15542984008789	14.5381498336792	903298.02
AA	ALCOA CORPORATION	1985	5.51	8.85505485534668	12.1591796875	808090.87
AA	ALCOA CORPORATION	1986	-12.24	9.73215007781982	13.8893404006958	1015265.61
